institution_name,grad_rate,basic,student_count,spending_per_award,full_time_pct,full_time_count,med_sat_value,aid_value,endow_value,grad_on_time_pct,pell_value,fresh_retain_value,full_time_fac_pct,flagship_binary,EndowXSpend,PellXSat,RetainXSat,AidXSat,AidXEndow
Alfred State College,0.296,Baccalaureate/Associates Colleges,3555,49652,0.906,3483,1090,7040,1175,0.39,0.509,0.851,0.734,0,58341100,554.81,927.59,7673600,8272000
State University of New York Canton-College of Technology,0.282,Baccalaureate/Associates Colleges,3512,57283,0.837,3411,NA,6629,2677,0.23,0.559,0.756,0.575,0,153346591,NA,NA,NA,17745833
State University of New York College of Technology at Delhi,0.29,Baccalaureate/Associates Colleges,3308,51733,0.783,2911,NA,6160,1295,0.27,0.484,0.687,0.584,0,66994235,NA,NA,NA,7977200
State University of New York College of Agriculture and Technology at Cobleskill,0.253,Baccalaureate/Associates Colleges,2453,70427,0.924,2455,975,6259,1523,0.28,0.484,0.74,0.518,0,107260321,471.9,721.5,6102525,9532457
Farmingdale State College,0.225,Baccalaureate Colleges--Diverse Fields,8162,68087,0.744,6956,969,5173,771,0.21,0.271,0.823,0.311,0,52495077,262.599,797.487,5012637,3988383
State University of New York College of Agriculture and Technology at Morrisville,0.222,Baccalaureate/Associates Colleges,3028,83606,0.881,2823,930,6483,479,0.2,0.587,0.667,0.601,0,40047274,545.91,620.31,6029190,3105357
State University of New York at Albany,0.245,Research Universities--very high research activity,12822,83642,0.94,12474,1102,6847,2600,0.55,0.375,0.815,0.556,0,217469200,413.25,898.13,7545394,17802200
Binghamton University,0.236,Research Universities--high research activity,12997,71768,0.966,13102,1297,6460,4893,0.68,0.269,0.907,0.696,0,351160824,348.893,1176.379,8378620,31608780
State University of New York at Stony Brook,0.227,Research Universities--very high research activity,15992,110471,0.931,16568,1253,6658,6730,0.45,0.351,0.901,0.69,0,743469830,439.803,1128.953,8342474,44808340
State University of New York College of Environmental Science and Forestry,0.242,Doctoral/Research Universities,1702,104139,0.968,1678,1155,5465,10676,0.5,0.268,0.857,0.748,0,1111787964,309.54,989.835,6312075,58344340
State University of New York Institute of Technology at Utica-Rome,0.265,Masters Colleges and Universities--medium programs,1804,62493,0.79,1501,1053,5353,1367,0.32,0.385,0.838,0.417,0,85427931,405.405,882.414,5636709,7317551
"State University of New York, The College at Brockport",0.257,Masters Colleges and Universities--larger programs,7090,61565,0.904,6765,1069,5489,1042,0.48,0.408,0.808,0.569,0,64150730,436.152,863.752,5867741,5719538
Buffalo State College,0.204,Masters Colleges and Universities--larger programs,9355,61271,0.886,9281,975,5989,2738,0.25,0.459,0.753,0.494,0,167759998,447.525,734.175,5839275,16397882
State University of New York College at Cortland,0.23,Masters Colleges and Universities--larger programs,6400,55452,0.981,6421,1058,5172,3788,0.46,0.269,0.829,0.505,0,210052176,284.602,877.082,5471976,19591536
State University of New York at Fredonia,0.216,Masters Colleges and Universities--medium programs,5092,64309,0.971,5319,1056,5041,4444,0.45,0.35,0.776,0.516,0,285789196,369.6,819.456,5323296,22402204
State University of New York College at Geneseo,0.225,Masters Colleges and Universities--smaller programs,5504,63813,0.979,5370,1274,4646,3910,0.66,0.227,0.903,0.719,0,249508830,289.198,1150.422,5919004,18165860
State University of New York College at New Paltz,0.25,Masters Colleges and Universities--larger programs,6570,55803,0.922,6641,1129,5892,2054,0.5,0.28,0.872,0.535,0,114619362,316.12,984.488,6652068,12102168
State University of New York College at Oneonta,0.231,Masters Colleges and Universities--smaller programs,5800,65274,0.978,5945,1097,5877,6137,0.53,0.287,0.874,0.592,0,400586538,314.839,958.778,6447069,36067149
State University of New York College at Oswego,0.229,Masters Colleges and Universities--larger programs,7328,58344,0.949,7100,1110,5565,2181,0.39,0.391,0.78,0.583,0,127248264,434.01,865.8,6177150,12137265
State University of New York College at Potsdam,0.182,Masters Colleges and Universities--larger programs,3707,84165,0.97,3963,NA,6021,4926,0.29,0.437,0.743,0.711,0,414596790,NA,NA,NA,29659446
State University of New York College at Purchase,0.23,Baccalaureate Colleges--Arts & Sciences,4239,98447,0.908,4299,1082,5890,12326,0.5,0.318,0.824,0.395,0,1213457722,344.076,891.568,6372980,72600140
State University of New York College at Old Westbury,0.203,Baccalaureate Colleges--Arts & Sciences,4161,74025,0.855,3945,998,6254,44,0.19,0.471,0.758,0.466,0,3257100,470.058,756.484,6241492,275176
State University of New York College at Plattsburgh,0.237,Masters Colleges and Universities--larger programs,5639,57572,0.92,5546,1026,5553,2624,0.4,0.353,0.838,0.556,0,151068928,362.178,859.788,5697378,14571072
Empire State College of State University of New York,0.327,Masters Colleges and Universities--medium programs,10827,35885,0.39,8993,NA,4230,1849,0.08,0.355,0.495,0.176,0,66351365,NA,NA,NA,7821270
State University of New York Maritime College,0.146,Baccalaureate Colleges--Diverse Fields,1601,109659,0.948,2004,1056,5774,2048,0.25,0.231,0.793,0.63,0,224581632,243.936,837.408,6097344,11825152
United States Merchant Marine Academy,0.141,Baccalaureate Colleges--Diverse Fields,958,247945,1,1427,NA,5352,NA,0.62,0.076,0.973,0.864,0,NA,NA,NA,NA,NA
Appalachian State University,0.21,Masters Colleges and Universities--larger programs,16025,47683,0.943,15858,1156,6819,4526,0.41,0.259,0.872,0.71,0,215813258,299.404,1008.032,7882764,30862794
East Carolina University,0.2,Doctoral/Research Universities,21508,65672,0.86,20348,1050,7624,5852,0.3,0.321,0.809,0.823,0,384312544,337.05,849.45,8005200,44615648
Elizabeth City State University,0.149,Baccalaureate Colleges--Diverse Fields,2336,106968,0.919,2727,849,7303,1815,0.21,0.703,0.725,0.972,0,194146920,596.847,615.525,6200247,13254945
Fayetteville State University,0.199,Masters Colleges and Universities--medium programs,5410,63725,0.734,4714,851,5406,3374,0.12,0.587,0.713,0.808,0,215008150,499.537,606.763,4600506,18239844
North Carolina Agricultural and Technical State University,0.146,Doctoral/Research Universities,8872,84313,0.913,8578,902,7213,3808,0.16,0.588,0.798,0.69,0,321063904,530.376,719.796,6506126,27467104
University of North Carolina at Asheville,0.209,Baccalaureate Colleges--Arts & Sciences,3736,73746,0.838,3292,1190,6768,10246,0.37,0.319,0.803,0.796,0,755601516,379.61,955.57,8053920,69344928
University of North Carolina at Charlotte,0.21,Doctoral/Research Universities,21503,52774,0.851,19592,1066,5972,6424,0.25,0.405,0.804,0.709,0,339020176,431.73,857.064,6366152,38364128
University of North Carolina at Greensboro,0.207,Research Universities--high research activity,14753,59632,0.845,13800,1029,7121,13884,0.29,0.443,0.739,0.805,0,827930688,455.847,760.431,7327509,98867964
North Carolina Central University,0.149,Masters Colleges and Universities--larger programs,6220,80522,0.852,6321,859,8020,2872,0.15,0.635,0.732,0.721,0,231259184,545.465,628.788,6889180,23033440
University of North Carolina School of the Arts,0.189,Schools of art- music- and design,797,173513,0.98,821,1105,8246,39618,0.57,0.313,0.848,0.733,0,6874238034,345.865,937.04,9111830,326690028
North Carolina State University,0.226,Research Universities--very high research activity,24536,75285,0.875,24073,1229,9025,25201,0.41,0.225,0.926,0.861,0,1897257285,276.525,1138.054,11091725,227439025
University of North Carolina at Wilmington,0.229,Masters Colleges and Universities--larger programs,12447,51425,0.917,12218,1154,5993,5626,0.51,0.282,0.864,0.7,0,289317050,325.428,997.056,6915922,33716618
University of North Carolina at Pembroke,0.173,Masters Colleges and Universities--medium programs,5429,57497,0.779,5048,926,5930,3278,0.15,0.535,0.676,0.748,0,188475166,495.41,625.976,5491180,19438540
Winston-Salem State University,0.242,Masters Colleges and Universities--medium programs,4938,60933,0.874,5048,889,6634,3898,0.17,0.572,0.75,0.781,0,237516834,508.508,666.75,5897626,25859332
Western Carolina University,0.237,Masters Colleges and Universities--larger programs,8448,48912,0.838,7559,1034,5785,6199,0.32,0.381,0.786,0.691,0,303205488,393.954,812.724,5981690,35861215
Bismarck State College,0.355,Associates--Public 4-year Primarily Associates,4062,34751,0.582,3015,NA,3747,2664,NA,0.237,NA,0.364,0,92576664,NA,NA,NA,9982008
Dickinson State University,0.229,Baccalaureate Colleges--Diverse Fields,1449,49919,0.703,1411,965,3878,7753,0.15,0.234,0.555,0.603,0,387022007,225.81,535.575,3742270,30066134
Ft. Berthold Community College,0.198,Tribal Colleges,203,125673,0.631,170,NA,9101,7449,0.4,0.332,1,0.704,0,936138177,NA,NA,NA,67793349
Mayville State University,0.171,Baccalaureate Colleges--Diverse Fields,1036,71599,0.567,809,NA,4196,NA,0.2,0.297,0.559,0.978,0,NA,NA,NA,NA,NA
Minot State University,0.211,Masters Colleges and Universities--medium programs,3254,49842,0.661,2660,1004,3822,5036,0.14,0.232,0.682,0.676,0,251004312,232.928,684.728,3837288,19247592
North Dakota State University,0.18,Research Universities--very high research activity,11948,60098,0.896,11236,1091,4754,28,0.25,0.225,0.78,0.981,0,1682744,245.475,850.98,5186614,133112
Sitting Bull College,0.193,Tribal Colleges,279,52169,0.695,222,NA,9152,5887,NA,0.715,NA,0.532,0,307118903,NA,NA,NA,53877824
Valley City State University,0.216,Baccalaureate Colleges--Diverse Fields,1211,63240,0.627,974,967,4969,4742,0.22,0.264,0.644,0.563,0,299884080,255.288,622.748,4805023,23562998
University of Akron,0.176,Research Universities--high research activity,20477,63412,0.775,18964,1016,5181,8639,0.15,0.415,0.664,0.465,0,547816268,421.64,674.624,5263896,44758659
Bowling Green State University,0.191,Research Universities--high research activity,14477,61675,0.925,14455,1009,6379,9758,0.31,0.343,0.701,0.708,0,601824650,346.087,707.309,6436411,62246282
Central State University,0.11,Baccalaureate Colleges--Diverse Fields,2036,148228,0.904,2077,825,8021,1196,0.1,0.758,0.528,0.533,0,177280688,625.35,435.6,6617325,9593116
University of Cincinnati,0.233,Research Universities--very high research activity,23706,68915,0.858,21242,1141,6784,34212,0.25,0.266,0.846,0.548,0,2357719980,303.506,965.286,7740544,232094208
University of Cincinnati-Clermont College,0.169,Associates--Public 2-year colleges under 4-year universities,3446,47521,0.604,2722,NA,4634,525,NA,0.439,NA,0.249,0,24948525,NA,NA,NA,2432850
University of Cincinnati-Raymond Walters College,0.15,Associates--Public 2-year colleges under 4-year universities,4796,56125,0.618,3699,NA,4870,58,NA,0.415,NA,0.364,0,3255250,NA,NA,NA,282460
Cleveland State University,0.198,Research Universities--high research activity,12133,57026,0.742,10602,1030,5739,507,0.08,0.434,0.672,0.478,0,28912182,447.02,692.16,5911170,2909673
Kent State University at Ashtabula,0.164,Associates--Public 4-year Primarily Associates,2339,47013,0.286,1478,NA,3976,NA,0.01,0.594,0.492,0.45,0,NA,NA,NA,NA,NA
Kent State University-East Liverpool,0.167,Associates--Public 2-year colleges under 4-year universities,1671,58392,0.139,690,NA,4047,NA,0.22,0.549,0.6,0.386,0,NA,NA,NA,NA,NA
Kent State University-Stark,0.044,Associates--Public 4-year Primarily Associates,4836,222141,0.458,3239,NA,4063,NA,0.08,0.538,0.633,0.42,0,NA,NA,NA,NA,NA
Kent State University-Trumbull,0.055,Associates--Public 4-year Primarily Associates,3061,169362,0.303,1816,NA,4016,NA,0.06,0.61,0.548,0.496,0,NA,NA,NA,NA,NA
Kent State University-Tuscarawas,0.147,Associates--Public 2-year colleges under 4-year universities,2375,49990,0.368,1572,NA,3841,NA,0.04,0.5,0.694,0.415,0,NA,NA,NA,NA,NA
Kent State University-Salem,0.124,Baccalaureate/Associates Colleges,1844,68796,0.381,1211,NA,4282,NA,0.11,0.524,0.557,0.333,0,NA,NA,NA,NA,NA
Kent State University,0.216,Research Universities--high research activity,22968,54538,0.807,20602,1048,6239,3768,0.27,0.344,0.777,0.528,0,205499184,360.512,814.296,6538472,23508552
Kent State University-Geauga,0.079,Associates--Public 4-year Primarily Associates,2646,129030,0.223,1308,NA,3788,NA,0.07,0.408,0.61,0.257,0,NA,NA,NA,NA,NA
Miami University at Hamilton,0.068,Associates--Public 4-year Primarily Associates,3621,102456,0.696,2906,NA,4337,NA,0.07,0.474,0.648,0.376,0,NA,NA,NA,NA,NA
Miami University at Middletown,0.116,Associates--Public 4-year Primarily Associates,2221,79028,0.599,1643,NA,4406,NA,0.04,0.466,0.607,0.342,0,NA,NA,NA,NA,NA
Miami University (Ohio),0.234,Research Universities--high research activity,15462,71202,0.97,15850,1240,7490,32353,0.68,0.155,0.896,0.791,0,2303598306,192.2,1111.04,9287600,242323970
Ohio State University at Lima,0.129,Baccalaureate Colleges--Diverse Fields,1059,103730,0.823,954,NA,3745,4775,0.19,0.458,0.592,0.414,0,495310750,NA,NA,NA,17882375
Ohio State University at Mansfield,0.17,Baccalaureate/Associates Colleges,1155,102118,0.837,1061,NA,4358,1846,0.2,0.47,0.632,0.425,0,188509828,NA,NA,NA,8044868
Ohio State University at Marion,0.142,Baccalaureate/Associates Colleges,1230,117010,0.776,1017,NA,4352,4479,0.2,0.423,0.625,0.396,0,524087790,NA,NA,NA,19492608
Ohio State University at Newark,0.103,Baccalaureate/Associates Colleges,2263,129619,0.832,1971,NA,3556,1621,0.19,0.421,0.574,0.343,0,210112399,NA,NA,NA,5764276
Ohio University Eastern Campus,0.025,Associates--Public 4-year Primarily Associates,1091,276480,0.413,670,NA,3810,NA,0.06,0.273,0.612,0.279,0,NA,NA,NA,NA,NA
Ohio University at Chillicothe,0.105,Associates--Public 4-year Primarily Associates,2330,67411,0.487,1801,NA,5213,NA,0.04,0.544,0.505,0.194,0,NA,NA,NA,NA,NA
Ohio University Southern Campus,0.108,Associates--Public 4-year Primarily Associates,2012,73436,0.53,1587,NA,4899,NA,0.09,0.503,0.513,0.269,0,NA,NA,NA,NA,NA
Ohio University Lancaster Campus,0.052,Associates--Public 4-year Primarily Associates,2596,115119,0.471,1869,NA,4986,NA,0.07,0.377,0.601,0.175,0,NA,NA,NA,NA,NA
Ohio University,0.255,Research Universities--high research activity,23504,50957,0.713,21755,1104,6185,16736,0.47,0.234,0.786,0.658,0,852816352,258.336,867.744,6828240,103512160
Ohio University at Zanesville,0.084,Associates--Public 4-year Primarily Associates,2042,97206,0.433,1529,NA,5002,NA,0.19,0.418,0.519,0.351,0,NA,NA,NA,NA,NA
Shawnee State University,0.149,Baccalaureate Colleges--Arts & Sciences,4255,63954,0.854,4070,NA,5629,3661,0.13,0.557,0.52,0.481,0,234135594,NA,NA,NA,20607769
University of Toledo,0.18,Research Universities--high research activity,16153,78185,0.807,15399,1031,6998,2657,0.23,0.379,0.681,0.76,0,207737545,390.749,702.111,7214938,18593686
Wright State University,0.185,Research Universities--high research activity,12796,72050,0.78,12000,NA,5964,7190,0.18,0.405,0.615,0.79,0,518039500,NA,NA,NA,42881160
Wright State University Lake Campus,0.166,Associates--Public 2-year colleges under 4-year universities,1096,43825,0.665,859,NA,5643,NA,0.19,0.357,0.669,NA,0,NA,NA,NA,NA,NA
Youngstown State University,0.149,Masters Colleges and Universities--larger programs,12138,66941,0.777,10770,NA,5764,18487,0.08,0.512,0.693,0.401,0,1237538267,NA,NA,NA,106559068
Cameron University,0.163,Masters Colleges and Universities--smaller programs,5358,55914,0.67,4352,NA,5184,3381,0.08,0.486,0.604,0.604,0,189045234,NA,NA,NA,17527104
University of Central Oklahoma,0.194,Masters Colleges and Universities--larger programs,15218,46525,0.72,12520,1030,5440,2077,0.09,0.35,0.651,0.524,0,96632425,360.5,670.53,5603200,11298880
East Central University (Okla.),0.198,Masters Colleges and Universities--larger programs,3757,35600,0.815,3370,969,6292,966,0.16,0.485,0.625,0.63,0,34389600,469.965,605.625,6096948,6078072
Langston University,0.158,Masters Colleges and Universities--smaller programs,2075,62166,0.887,1753,NA,6501,19868,0.15,0.717,0.7,0.994,0,1235114088,NA,NA,NA,129161868
Northeastern State University,0.223,Masters Colleges and Universities--larger programs,7418,43665,0.712,6192,970,6682,1715,0.11,0.493,0.681,0.528,0,74885475,478.21,660.57,6481540,11459630
Northwestern Oklahoma State University,0.191,Masters Colleges and Universities--smaller programs,2077,63030,0.73,1696,NA,4816,7921,0.13,0.418,0.592,0.539,0,499260630,NA,NA,NA,38147536
Oklahoma Panhandle State University,0.222,Baccalaureate Colleges--Diverse Fields,1375,47265,0.757,1365,890,4465,2929,0.15,0.455,0.629,0.575,0,138439185,404.95,559.81,3973850,13077985
Oklahoma State University at Stillwater,0.204,Research Universities--high research activity,20660,58727,0.861,18433,1138,7417,17463,0.32,0.291,0.786,0.867,0,1025549601,331.158,894.468,8440546,129523071
Oklahoma State University-Oklahoma City,0.161,Associates--Public 4-year Primarily Associates,6996,31792,0.322,4784,NA,6582,22,NA,0.419,NA,0.238,0,699424,NA,NA,NA,144804
Oklahoma State University at Okmulgee,0.22,Associates--Public 4-year Primarily Associates,3618,36569,0.61,3243,NA,5185,1103,0,0.382,0.362,0.707,0,40335607,NA,NA,NA,5719055
Rogers State University,0.159,Baccalaureate/Associates Colleges,4473,53967,0.581,3482,950,4945,2534,0.08,0.472,0.604,0.386,0,136752378,448.4,573.8,4697750,12530630
University of Science and Arts of Oklahoma,0.201,Baccalaureate Colleges--Arts & Sciences,918,60523,0.877,974,990,7374,10978,0.26,0.464,0.691,0.648,0,664421494,459.36,684.09,7300260,80951772
Southeastern Oklahoma State University,0.197,Masters Colleges and Universities--medium programs,3498,42141,0.763,3094,NA,6830,5805,0.13,0.478,0.574,0.555,0,244628505,NA,NA,NA,39648150
Southwestern Oklahoma State University,0.178,Masters Colleges and Universities--medium programs,4162,48611,0.809,3758,990,6469,4132,0.14,0.392,0.701,0.766,0,200860652,388.08,693.99,6404310,26729908
Eastern Oregon University,0.214,Masters Colleges and Universities--smaller programs,3754,42995,0.57,2925,935,5565,2927,0.15,0.511,0.638,0.871,0,125846365,477.785,596.53,5203275,16288755
Oregon Institute of Technology,0.224,Baccalaureate Colleges--Diverse Fields,4366,64928,0.536,2878,1025,5870,6769,0.18,0.362,0.742,0.881,0,439497632,371.05,760.55,6016750,39734030
Oregon State University,0.196,Research Universities--very high research activity,23157,76041,0.798,19976,1102,7040,19689,0.29,0.334,0.841,0.715,0,1497171249,368.068,926.782,7758080,138610560
Portland State University,0.239,Research Universities--high research activity,22927,41935,0.64,17428,1045,5948,3352,0.17,0.402,0.73,0.483,0,140566120,420.09,762.85,6215660,19937696
Southern Oregon University,0.174,Masters Colleges and Universities--larger programs,5500,44371,0.66,4181,1020,5522,5298,0.18,0.385,0.669,0.659,0,235077558,392.7,682.38,5632440,29255556
Western Oregon University,0.205,Masters Colleges and Universities--medium programs,5263,41617,0.84,4701,950,6300,2245,0.2,0.443,0.685,0.58,0,93430165,420.85,650.75,5985000,14143500
Bloomsburg University of Pennsylvania,0.188,Masters Colleges and Universities--larger programs,9416,64524,0.936,8869,990,5196,2402,0.42,0.304,0.806,0.819,0,154986648,300.96,797.94,5144040,12480792
California University of Pennsylvania,0.219,Masters Colleges and Universities--larger programs,6450,43906,0.876,6140,964,5741,2302,0.31,0.38,0.798,0.657,0,101071612,366.32,769.272,5534324,13215782
Cheyney University of Pennsylvania,0.126,Masters Colleges and Universities--smaller programs,1179,204349,0.945,1206,NA,8256,1193,0.09,0.77,0.543,0.7,0,243788357,NA,NA,NA,9849408
Clarion University of Pennsylvania,0.205,Masters Colleges and Universities--larger programs,5199,53754,0.841,5073,915,5238,3974,0.32,0.388,0.757,0.721,0,213618396,355.02,692.655,4792770,20815812
East Stroudsburg University of Pennsylvania,0.207,Masters Colleges and Universities--larger programs,6186,67104,0.888,5774,946,5198,2435,0.35,0.303,0.713,0.807,0,163398240,286.638,674.498,4917308,12657130
Edinboro University of Pennsylvania,0.181,Masters Colleges and Universities--larger programs,5864,61189,0.907,5676,930,6181,2675,0.23,0.456,0.723,0.859,0,163680575,424.08,672.39,5748330,16534175
Indiana University of Pennsylvania,0.184,Doctoral/Research Universities,12668,58689,0.943,12933,973,5529,2713,0.31,0.362,0.734,0.65,0,159223257,352.226,714.182,5379717,15000177
Kutztown University of Pennsylvania,0.203,Masters Colleges and Universities--larger programs,8815,66584,0.939,8647,959,5469,2066,0.34,0.316,0.729,0.909,0,137562544,303.044,699.111,5244771,11298954
Lincoln University (Pa.),0.187,Masters Colleges and Universities--larger programs,1624,95409,0.916,1649,853,9709,14250,0.22,0.643,0.716,0.575,0,1359578250,548.479,610.748,8281777,138353250
Lock Haven University of Pennsylvania,0.191,Masters Colleges and Universities--smaller programs,4855,63666,0.931,4772,937,5664,1904,0.27,0.392,0.702,0.931,0,121220064,367.304,657.774,5307168,10784256
Mansfield University of Pennsylvania,0.209,Masters Colleges and Universities--medium programs,2717,72118,0.903,2679,964,6033,279,0.34,0.439,0.719,0.626,0,20120922,423.196,693.116,5815812,1683207
Millersville University of Pennsylvania,0.211,Masters Colleges and Universities--larger programs,7388,69916,0.891,7048,1014,5478,3347,0.37,0.315,0.811,0.631,0,234008852,319.41,822.354,5554692,18334866
Pennsylvania State University-Erie,0.202,Masters Colleges and Universities--smaller programs,3943,0,0.934,3962,1052,4977,9991,0.45,0.316,0.832,0.79,0,0,332.432,875.264,5235804,49725207
Pennsylvania State University-New Kensington,0.167,Baccalaureate Colleges--Diverse Fields,680,0,0.771,641,991,4663,10806,0.33,0.337,0.714,0.494,0,0,333.967,707.574,4621033,50388378
Pennsylvania State University-Shenango,0.24,Baccalaureate Colleges--Diverse Fields,568,0,0.555,451,889,6381,10666,0.14,0.547,0.773,0.477,0,0,486.283,687.197,5672709,68059746
"Pennsylvania State University, Wilkes-Barre",0.125,Baccalaureate Colleges--Diverse Fields,606,0,0.856,591,995,5019,9223,0.3,0.335,0.812,0.648,0,0,333.325,807.94,4993905,46290237
"Pennsylvania State University, Worthington-Scranton",0.161,Baccalaureate Colleges--Diverse Fields,1178,0,0.801,1066,941,5014,10289,0.22,0.465,0.654,0.51,0,0,437.565,615.414,4718174,51589046
Pennsylvania State University-Lehigh Valley,0.084,Baccalaureate Colleges--Diverse Fields,889,0,0.809,802,1004,4724,8406,0.36,0.357,0.811,0.457,0,0,358.428,814.244,4742896,39709944
Pennsylvania State University-Altoona,0.106,Baccalaureate Colleges--Diverse Fields,3861,0,0.944,3656,990,4802,8421,0.47,0.333,0.829,0.612,0,0,329.67,820.71,4753980,40437642
Pennsylvania State University-Beaver,0.11,Baccalaureate Colleges--Arts & Sciences,703,0,0.89,684,955,4857,9846,0.24,0.365,0.677,0.586,0,0,348.575,646.535,4638435,47822022
Pennsylvania State University-Berks,0.114,Baccalaureate Colleges--Diverse Fields,2712,0,0.886,2584,988,4683,8347,0.35,0.341,0.776,0.567,0,0,336.908,766.688,4626804,39089001
Pennsylvania State University-Harrisburg,0.21,Masters Colleges and Universities--larger programs,3577,0,0.873,3265,1027,5100,11149,0.39,0.346,0.819,0.635,0,0,355.342,841.113,5237700,56859900
Pennsylvania State University-Brandywine,0.126,Baccalaureate Colleges--Diverse Fields,1492,0,0.84,1401,968,4691,7966,0.17,0.34,0.735,0.46,0,0,329.12,711.48,4540888,37368506
Pennsylvania State University-DuBois,0.216,Baccalaureate/Associates Colleges,704,0,0.791,593,951,5556,11985,0.32,0.46,0.77,0.723,0,0,437.46,732.27,5283756,66588660
Pennsylvania State University-Fayette,0.241,Baccalaureate/Associates Colleges,846,0,0.772,791,940,5314,9244,0.2,0.484,0.737,0.562,0,0,454.96,692.78,4995160,49122616
Pennsylvania State University-Hazleton,0.088,Baccalaureate Colleges--Arts & Sciences,951,0,0.926,1026,948,5987,9377,0.29,0.456,0.762,0.675,0,0,432.288,722.376,5675676,56140099
Pennsylvania State University-Greater Allegheny,0.078,Baccalaureate Colleges--Arts & Sciences,623,0,0.902,618,957,7155,11209,0.24,0.502,0.71,0.507,0,0,480.414,679.47,6847335,80200395
Pennsylvania State University-Mont Alto,0.155,Baccalaureate/Associates Colleges,1022,0,0.721,922,960,5458,9600,0.32,0.389,0.736,0.562,0,0,373.44,706.56,5239680,52396800
Pennsylvania State University-Abington,0.141,Baccalaureate Colleges--Arts & Sciences,3690,0,0.783,3143,942,5107,7075,0.25,0.416,0.769,0.42,0,0,391.872,724.398,4810794,36132025
Pennsylvania State University-Schuylkill,0.096,Baccalaureate Colleges--Diverse Fields,837,0,0.786,774,850,6290,10441,0.24,0.528,0.708,0.519,0,0,448.8,601.8,5346500,65673890
Pennsylvania State University-York,0.139,Baccalaureate Colleges--Diverse Fields,1141,0,0.72,930,984,4391,10390,0.27,0.314,0.762,0.477,0,0,308.976,749.808,4320744,45622490
University of Pittsburgh at Bradford,0.219,Baccalaureate Colleges--Diverse Fields,1481,64861,0.919,1433,973,8531,144,0.32,0.453,0.7,0.776,0,9339984,440.769,681.1,8300663,1228464
University of Pittsburgh at Greensburg,0.157,Baccalaureate Colleges--Arts & Sciences,1677,57681,0.933,1674,1017,7434,2585,0.33,0.52,0.83,0.8,0,149105385,528.84,844.11,7560378,19216890
University of Pittsburgh at Johnstown,0.175,Baccalaureate Colleges--Diverse Fields,2840,57052,0.969,2815,1021,6907,11349,0.32,0.306,0.746,0.912,0,647483148,312.426,761.666,7052047,78387543
University of Pittsburgh main campus,0.234,Research Universities--very high research activity,18615,101331,0.939,18565,1258,10218,100631,0.64,0.171,0.909,0.865,0,10197039861,215.118,1143.522,12854244,1028247558
Shippensburg University of Pennsylvania,0.207,Masters Colleges and Universities--larger programs,6550,57495,0.949,6391,980,5536,4440,0.37,0.302,0.714,0.732,0,255277800,295.96,699.72,5425280,24579840
Slippery Rock University of Pennsylvania,0.214,Masters Colleges and Universities--larger programs,7595,55944,0.929,7916,1002,5520,2334,0.39,0.322,0.824,0.861,0,130573296,322.644,825.648,5531040,12883680
Temple University,0.222,Research Universities--high research activity,28068,85174,0.882,26202,1121,7415,9745,0.38,0.335,0.888,0.573,0,830020630,375.535,995.448,8312215,72259175
West Chester University of Pennsylvania,0.214,Masters Colleges and Universities--larger programs,13711,53890,0.909,13049,1105,5291,1756,0.43,0.241,0.874,0.72,0,94630840,266.305,965.77,5846555,9290996
Rhode Island College,0.189,Masters Colleges and Universities--larger programs,7505,68125,0.746,6422,930,4712,2236,0.14,0.39,0.775,0.434,0,152327500,362.7,720.75,4382160,10536032
College of Charleston,0.21,Masters Colleges and Universities--medium programs,10488,64579,0.926,10248,1165,8737,6141,0.52,0.226,0.826,0.613,0,396579639,263.29,962.29,10178605,53653917
Citadel,0.175,Masters Colleges and Universities--larger programs,2735,79143,0.92,3105,1080,11244,58834,0.62,0.235,0.846,0.694,0,4656299262,253.8,913.68,12143520,661529496
Clemson University,0.216,Research Universities--high research activity,16931,69378,0.948,16791,1259,13817,25762,0.59,0.178,0.919,0.868,0,1787316036,224.102,1157.021,17395603,355953554
Francis Marion University,0.165,Masters Colleges and Universities--smaller programs,3714,77892,0.893,3398,938,10809,6684,0.16,0.56,0.668,0.764,0,520630128,525.28,626.584,10138842,72247356
Lander University,0.159,Baccalaureate Colleges--Diverse Fields,2792,58733,0.926,2798,945,7816,4753,0.32,0.491,0.614,0.554,0,279157949,463.995,580.23,7386120,37149448
University of South Carolina at Aiken,0.186,Baccalaureate Colleges--Diverse Fields,3175,61924,0.758,2743,973,6181,157,0.2,0.416,0.658,0.513,0,9722068,404.768,640.234,6014113,970417
University of South Carolina at Beaufort,0.16,Baccalaureate Colleges--Diverse Fields,1724,72022,0.798,1575,932,5765,50,0.09,0.396,0.558,0.47,0,3601100,369.072,520.056,5372980,288250
Coastal Carolina University,0.172,Masters Colleges and Universities--smaller programs,8867,76948,0.906,8432,993,7584,2881,0.26,0.377,0.626,0.69,0,221687188,374.361,621.618,7530912,21849504
South Carolina State University,0.16,Doctoral/Research Universities,2937,91631,0.924,3084,851,15554,232,0.13,0.704,0.603,0.707,0,21258392,599.104,513.153,13236454,3608528
University of South Carolina Upstate,0.221,Baccalaureate Colleges--Diverse Fields,5308,54044,0.796,4924,982,6857,1349,0.23,0.456,0.661,0.494,0,72905356,447.792,649.102,6733574,9250093
